p":-1.07,"r":8.69},"acceleration":{"x":-1201,"y":932,"z":5457}}
0.2:{"time":39378,"ypr":{"y":142.68,"p":-1.03,"r":8.63},"acceleration":{"x":-1189,"y":971,"z":5353}}
0.2:{"time":48893,"ypr":{"y":161.59,"p":4.76,"r":0.65},"acceleration":{"x":-806,"y":1067,"z":4888}}
0.2:{"time":48908,"ypr":{"y":161.04,"p":4.74,"r":0.79},"acceleration":{"x":-815,"y":1124,"z":4909}}
0.2:{"time":48923,"ypr":{"y":160.51,"p":4.68,"r":0.94},"acceleration":{"x":-766,"y":1168,"z":4956}}
0.2:{"time":48939,"ypr":{"y":160.03,"p":4.63,"r":1.10},"acceleration":{"x":-696,"y":1219,"z":5003}}
0.2:{"time":48953,"ypr":{"y":159.60,"p":4.62,"r":1.27},"acceleration":{"x":-644,"y":1266,"z":5028}}
0.2:{"time":48968,"ypr":{"y":159.24,"p":4.66,"r":1.44},"acceleration":{"x":-638,"y":1310,"z":5052}}
0.2:{"time":48984,"ypr":{"y":158.93,"p":4.81,"r":1.64},"acceleration":{"x":-706,"y":1291,"z":5101}}
0.2:{"time":48998,"ypr":{"y":158.64,"p":5.03,"r":1.88},"acceleration":{"x":-808,"y":1203,"z":5156}}
0.2:{"time":49013,"ypr":{"y":158.33,"p":5.27,"r":2.12},"acceleration":{"x":-876,"y":1089,"z":5249}}
0.2:{"time":49029,"ypr":{"y":158.04,"p":5.45,"r":2.32},"acceleration":{"x":-870,"y":1007,"z":5335}}
0.2:{"time":49043,"ypr":{"y":157.76,"p":5.59,"r":2.47},"acceleration":{"x":-817,"y":906,"z":5332}}
0.2:{"time":49058,"ypr":{"y":157.51,"p":5.70,"r":2.52},"acceleration":{"x":-816,"y":821,"z":5285}}
0.2:{"time":49074,"ypr":{"y":157.28,"p":5.74,"r":2.47},"acceleration":{"x":-842,"y":834,"z":5211}}
0.2:{"time":49088,"ypr":{"y":157.07,"p":5.74,"r":2.40},"acceleration":{"x":-905,"y":884,"z":5119}}
0.2:{"time":49103,"ypr":{"y":156.86,"p":5.71,"r":2.36},"acceleration":{"x":-950,"y":991,"z":5112}}
0.2:{"time":49119,"ypr":{"y":156.66,"p":5.64,"r":2.37},"acceleration":{"x":-931,"y":1081,"z":5161}}
0.2:{"time":49133,"ypr":{"y":156.49,"p":5.55,"r":2.44},"acceleration":{"x":-836,"y":1131,"z":5236}}
0.2:{"time":49148,"ypr":{"y":156.34,"p":5.45,"r":2.52},"acceleration":{"x":-726,"y":1158,"z":5299}}
0.2:{"time":49164,"ypr":{"y":156.24,"p":5.40,"r":2.59},"acceleration":{"x":-673,"y":1147,"z":5306}}
0.2:{"time":49178,"ypr":{"y":156.15,"p":5.39,"r":2.65},"acceleration":{"x":-723,"y":1122,"z":5257}}
0.2:{"time":49193,"ypr":{"y":156.08,"p":5.36,"r":2.73},"acceleration":{"x":-785,"y":1087,"z":5218}}
0.2:{"time":49209,"ypr":{"y":156.01,"p":5.29,"r":2.79},"acceleration":{"x":-834,"y":1047,"z":5193}}
0.2:{"time":49223,"ypr":{"y":155.94,"p":5.18,"r":2.82},"acceleration":{"x":-875,"y":1066,"z":5173}}
0.2:{"time":49239,"ypr":{"y":155.90,"p":5.02,"r":2.84},"acceleration":{"x":-902,"y":1123,"z":5192}}
0.2:{"time":49254,"ypr":{"y":155.89,"p":4.86,"r":2.86},"acceleration":{"x":-868,"y":1185,"z":5251}}
0.2:{"time":49268,"ypr":{"y":155.91,"p":4.74,"r":2.88},"acceleration":{"x":-825,"y":1227,"z":5318}}
0.2:{"time":49284,"ypr":{"y":155.94,"p":4.69,"r":2.91},"acceleration":{"x":-845,"y":1245,"z":5322}}
0.2:{"time":49298,"ypr":{"y":156.01,"p":4.68,"r":2.95},"acceleration":{"x":-859,"y":1244,"z":5277}}
0.2:{"time":49313,"ypr":{"y":156.08,"p":4.70,"r":2.98},"acceleration":{"x":-935,"y":1214,"z":5207}}
0.2:{"time":49329,"ypr":{"y":156.16,"p":4.70,"r":3.01},"acceleration":{"x":-966,"y":1193,"z":5176}}
0.2:{"time":49343,"ypr":{"y":156.25,"p":4.70,"r":3.01},"acceleration":{"x":-936,"y":1184,"z":5142}}
0.2:{"time":49358,"ypr":{"y":156.34,"p":4.67,"r":2.99},"acceleration":{"x":-891,"y":1177,"z":5115}}
0.2:{"time":49374,"ypr":{"y":156.46,"p":4.66,"r":2.95},"acceleration":{"x":-864,"y":1181,"z":5106}}
0.2:{"time":49388,"ypr":{"y":156.58,"p":4.64,"r":2.92},"acceleration":{"x":-859,"y":1172,"z":5105}}
0.2:{"time":49403,"ypr":{"y":156.71,"p":4.63,"r":2.88},"acceleration":{"x":-873,"y":1177,"z":5120}}
0.2:{"time":49419,"ypr":{"y":156.84,"p":4.61,"r":2.87},"acceleration":{"x":-894,"y":1171,"z":5162}}
0.2:{"time":49433,"ypr":{"y":156.96,"p":4.57,"r":2.88},"acceleration":{"x":-895,"y":1162,"z":5211}}
0.2:{"time":49448,"ypr":{"y":157.07,"p":4.51,"r":2.91},"acceleration":{"x":-858,"y":1167,"z":5252}}
0.2:{"time":49464,"ypr":{"y":157.15,"p":4.45,"r":2.99},"acceleration":{"x":-799,"y":1150,"z":5310}}
0.2:{"time":49478,"ypr":{"y":157.22,"p":4.39,"r":3.06},"acceleration":{"x":-720,"y":1115,"z":5366}}
0.2:{"time":49494,"ypr":{"y":157.29,"p":4.34,"r":3.10},"acceleration":{"x":-649,"y":1084,"z":5378}}
0.2:{"time":49509,"ypr":{"y":157.35,"p":4.29,"r":3.12},"acceleration":{"x":-619,"y":1056,"z":5317}}
0.2:{"time":49523,"ypr":{"y":157.41,"p":4.25,"r":3.10},"acceleration":{"x":-714,"y":1050,"z":5210}}
0.2:{"time":49539,"ypr":{"y":157.46,"p":4.21,"r":3.09},"acceleration":{"x":-799,"y":1071,"z":5131}}
0.2:{"time":49554,"ypr":{"y":157.50,"p":4.15,"r":3.10},"acceleration":{"x":-860,"y":1090,"z":5101}}
0.2:{"time":49568,"ypr":{"y":157.53,"p":4.09,"r":3.13},"acceleration":{"x":-892,"y":1092,"z":5089}}
0.2:{"time":49584,"ypr":{"y":157.56,"p":4.02,"r":3.15},"acceleration":{"x":-868,"y":1134,"z":5130}}
0.2:{"time":49599,"ypr":{"y":157.60,"p":3.96,"r":3.18},"acceleration":{"x":-848,"y":1156,"z":5160}}
0.2:{"time":49613,"ypr":{"y":157.64,"p":3.92,"r":3.20},"acceleration":{"x":-888,"y":1155,"z":5151}}
0.2:{"time":49629,"ypr":{"y":157.67,"p":3.90,"r":3.19},"acceleration":{"x":-974,"y":1168,"z":5148}}
0.2:{"time":49644,"ypr":{"y":157.69,"p":3.84,"r":3.19},"acceleration":{"x":-1025,"y":1191,"z":5168}}
0.2:{"time":49658,"ypr":{"y":157.70,"p":3.74,"r":3.19},"acceleration":{"x":-1010,"y":1222,"z":5212}}
0.2:{"time":49674,"ypr":{"y":157.71,"p":3.63,"r":3.17},"acceleration":{"x":-977,"y":1269,"z":5246}}
0.2:{"time":49689,"ypr":{"y":157.72,"p":3.51,"r":3.15},"acceleration":{"x":-920,"y":1327,"z":5281}}
0.2:{"time":49703,"ypr":{"y":157.72,"p":3.43,"r":3.14},"acceleration":{"x":-874,"y":1367,"z":5300}}
0.2:{"time":49719,"ypr":{"y":157.74,"p":3.38,"r":3.13},"acceleration":{"x":-850,"y":1376,"z":5305}}
0.2:{"time":49733,"ypr":{"y":157.76,"p":3.34,"r":3.11},"acceleration":{"x":-860,"y":1392,"z":5273}}
0.2:{"time":49748,"ypr":{"y":157.80,"p":3.30,"r":3.09},"acceleration":{"x":-886,"y":1415,"z":5252}}
0.2:{"time":49764,"ypr":{"y":157.85,"p":3.28,"r":3.10},"acceleration":{"x":-891,"y":1414,"z":5264}}
0.2:{"time":49778,"ypr":{"y":157.91,"p":3.24,"r":3.12},"acceleration":{"x":-875,"y":1391,"z":5277}}
0.2:{"time":49794,"ypr":{"y":157.98,"p":3.24,"r":3.14},"acceleration":{"x":-866,"y":1356,"z":5278}}
0.2:{"time":49809,"ypr":{"y":158.05,"p":3.22,"r":3.15},"acceleration":{"x":-851,"y":1310,"z":5302}}
0.2:{"time":49823,"ypr":{"y":158.13,"p":3.20,"r":3.14},"acceleration":{"x":-830,"y":1272,"z":5318}}
0.2:{"time":49839,"ypr":{"y":158.20,"p":3.19,"r":3.09},"acceleration":{"x":-877,"y":1237,"z":5289}}
0.2:{"time":49854,"ypr":{"y":158.28,"p":3.18,"r":3.02},"acceleration":{"x":-940,"y":1235,"z":5251}}
0.2:{"time":49868,"ypr":{"y":158.34,"p":3.13,"r":2.97},"acceleration":{"x":-966,"y":1252,"z":5208}}
0.2:{"time":49884,"ypr":{"y":158.40,"p":3.07,"r":2.95},"acceleration":{"x":-948,"y":1267,"z":5197}}
0.2:{"time":49899,"ypr":{"y":158.44,"p":3.01,"r":2.94},"acceleration":{"x":-897,"y":1276,"z":5214}}
0.2:{"time":49913,"ypr":{"y":158.48,"p":2.98,"r":2.94},"acceleration":{"x":-849,"y":1260,"z":5224}}
0.2:{"time":49929,"ypr":{"y":158.50,"p":2.94,"r":2.92},"acceleration":{"x":-834,"y":1251,"z":5181}}
0.2:{"time":49944,"ypr":{"y":158.52,"p":2.91,"r":2.87},"acceleration":{"x":-828,"y":1230,"z":5118}}
0.2:{"time":49958,"ypr":{"y":158.54,"p":2.88,"r":2.79},"acceleration":{"x":-848,"y":1246,"z":5050}}
0.2:{"time":49974,"ypr":{"y":158.56,"p":2.84,"r":2.74},"acceleration":{"x":-878,"y":1283,"z":4982}}
0.2:{"time":49989,"ypr":{"y":158.58,"p":2.81,"r":2.73},"acceleration":{"x":-905,"y":1306,"z":4968}}
0.2:{"time":50003,"ypr":{"y":158.59,"p":2.77,"r":2.75},"acceleration":{"x":-906,"y":1283,"z":5003}}
0.2:{"time":50019,"ypr":{"y":158.60,"p":2.75,"r":2.78},"acceleration":{"x":-905,"y":1265,"z":5040}}
0.2:{"time":50034,"ypr":{"y":158.61,"p":2.71,"r":2.81},"acceleration":{"x":-872,"y":1259,"z":5096}}
0.2:{"time":50049,"ypr":{"y":158.62,"p":2.67,"r":2.83},"acceleration":{"x":-855,"y":1275,"z":5135}}
0.2:{"time":50064,"ypr":{"y":158.64,"p":2.64,"r":2.85},"acceleration":{"x":-865,"y":1269,"z":5154}}
0.2:{"time":50079,"ypr":{"y":158.66,"p":2.64,"r":2.90},"acceleration":{"x":-905,"y":1268,"z":5202}}
0.2:{"time":50094,"ypr":{"y":158.66,"p":2.61,"r":2.95},"acceleration":{"x":-962,"y":1266,"z":5270}}
0.2:{"time":50109,"ypr":{"y":158.66,"p":2.54,"r":3.01},"acceleration":{"x":-966,"y":1274,"z":5351}}
0.2:{"time":50124,"ypr":{"y":158.67,"p":2.43,"r":3.06},"acceleration":{"x":-889,"y":1264,"z":5401}}
0.2:{"time":50139,"ypr":{"y":158.69,"p":2.36,"r":3.06},"acceleration":{"x":-820,"y":1248,"z":5376}}
0.2:{"time":50154,"ypr":{"y":158.71,"p":2.33,"r":3.04},"acceleration":{"x":-829,"y":1240,"z":5327}}
0.2:{"time":50168,"ypr":{"y":158.72,"p":2.32,"r":3.01},"acceleration":{"x":-830,"y":1247,"z":5202}}
0.2:{"time":50184,"ypr":{"y":158.74,"p":2.33,"r":2.96},"acceleration":{"x":-884,"y":1259,"z":5132}}
0.2:{"time":50199,"ypr":{"y":158.75,"p":2.30,"r":2.94},"acceleration":{"x":-876,"y":1282,"z":5092}}
0.2:{"time":50213,"ypr":{"y":158.75,"p":2.29,"r":2.94},"acceleration":{"x":-871,"y":1286,"z":5062}}
0.2:{"time":50229,"ypr":{"y":158.75,"p":2.27,"r":2.95},"acceleration":{"x":-888,"y":1290,"z":5033}}
0.2:{"time":50244,"ypr":{"y":158.75,"p":2.26,"r":2.96},"acceleration":{"x":-899,"y":1289,"z":5034}}
0.2:{"time":50258,"ypr":{"y":158.75,"p":2.22,"r":2.97},"acceleration":{"x":-943,"y":1288,"z":5023}}
0.2:{"time":50274,"ypr":{"y":158.74,"p":2.18,"r":2.97},"acceleration":{"x":-980,"y":1280,"z":5016}}
0.2:{"time":50289,"ypr":{"y":158.73,"p":2.10,"r":2.96},"acceleration":{"x":-979,"y":1313,"z":5045}}
0.2:{"time":50304,"ypr":{"y":158.73,"p":2.02,"r":2.97},"acceleration":{"x":-999,"y":1351,"z":5086}}
0.2:{"time":50319,"ypr":{"y":158.73,"p":1.95,"r":3.01},"acceleration":{"x":-987,"y":1382,"z":5150}}
0.2:{"time":50334,"ypr":{"y":158.75,"p":1.90,"r":3.05},"acceleration":{"x":-964,"y":1425,"z":5235}}
0.2:{"time":50349,"ypr":{"y":158.78,"p":1.87,"r":3.13},"acceleration":{"x":-918,"y":1397,"z":5323}}
0.2:{"time":50364,"ypr":{"y":158.82,"p":1.88,"r":3.19},"acceleration":{"x":-919,"y":1358,"z":5379}}
0.2:{"time":50379,"ypr":{"y":158.86,"p":1.91,"r":3.24},"acceleration":{"x":-949,"y":1270,"z":5402}}
0.2:{"time":50394,"ypr":{"y":158.90,"p":1.93,"r":3.25},"acceleration":{"x":-1008,"y":1190,"z":5381}}
0.2:{"time":50409,"ypr":{"y":158.93,"p":1.93,"r":3.21},"acceleration":{"x":-1043,"y":1152,"z":5323}}
0.2:{"time":50424,"ypr":{"y":158.95,"p":1.92,"r":3.16},"acceleration":{"x":-1054,"y":1149,"z":5260}}
0.2:{"time":50439,"ypr":{"y":158.97,"p":1.90,"r":3.10},"acceleration":{"x":-1043,"y":1189,"z":5219}}
0.2:{"time":50454,"ypr":{"y":158.97,"p":1.90,"r":3.07},"acceleration":{"x":-1036,"y":1227,"z":5196}}
0.2:{"time":50469,"ypr":{"y":158.98,"p":1.89,"r":3.05},"acceleration":{"x":-1006,"y":1252,"z":5187}}
0.2:{"time":50484,"ypr":{"y":158.99,"p":1.91,"r":3.03},"acceleration":{"x":-999,"y":1271,"z":5192}}
0.2:{"time":50499,"ypr":{"y":159.01,"p":1.91,"r":3.02},"acceleration":{"x":-949,"y":1279,"z":5190}}
0.2:{"time":50514,"ypr":{"y":159.04,"p":1.91,"r":3.00},"acceleration":{"x":-906,"y":1277,"z":5200}}
0.2:{"time":50529,"ypr":{"y":159.07,"p":1.92,"r":2.98},"acceleration":{"x":-880,"y":1277,"z":5184}}
0.2:{"time":50544,"ypr":{"y":159.12,"p":1.95,"r":2.96},"acceleration":{"x":-900,"y":1281,"z":5135}}
0.2:{"time":50560,"ypr":{"y":159.16,"p":1.97,"r":2.97},"acceleration":{"x":-897,"y":1283,"z":5100}}
0.2:{"time":50574,"ypr":{"y":159.20,"p":2.00,"r":2.98},"acceleration":{"x":-916,"y":1276,"z":5090}}
0.2:{"time":50589,"ypr":{"y":159.25,"p":1.98,"r":3.01},"acceleration":{"x":-918,"y":1281,"z":5108}}
0.2:{"time":50604,"ypr":{"y":159.30,"p":1.94,"r":3.06},"acceleration":{"x":-874,"y":1272,"z":5126}}
0.2:{"time":50619,"ypr":{"y":159.35,"p":1.93,"r":3.09},"acceleration":{"x":-842,"y":1218,"z":5099}}
0.2:{"time":50634,"ypr":{"y":159.40,"p":1.93,"r":3.08},"acceleration":{"x":-851,"y":1196,"z":5101}}
0.2:{"time":50649,"ypr":{"y":159.45,"p":1.91,"r":3.06},"acceleration":{"x":-866,"y":1212,"z":5087}}
0.2:{"time":50664,"ypr":{"y":159.49,"p":1.91,"r":3.06},"acceleration":{"x":-891,"y":1200,"z":5059}}
0.2:{"time":50679,"ypr":{"y":159.52,"p":1.89,"r":3.06},"acceleration":{"x":-898,"y":1195,"z":5075}}
0.2:{"time":50694,"ypr":{"y":159.54,"p":1.86,"r":3.08},"acceleration":{"x":-878,"y":1211,"z":5108}}
0.2:{"time":50709,"ypr":{"y":159.54,"p":1.84,"r":3.09},"acceleration":{"x":-859,"y":1215,"z":5125}}
0.2:{"time":50724,"ypr":{"y":159.54,"p":1.81,"r":3.11},"acceleration":{"x":-876,"y":1216,"z":5131}}
0.2:{"time":50739,"ypr":{"y":159.52,"p":1.77,"r":3.10},"acceleration":{"x":-909,"y":1216,"z":5115}}
0.2:{"time":50754,"ypr":{"y":159.51,"p":1.72,"r":3.08},"acceleration":{"x":-976,"y":1245,"z":5096}}
0.2:{"time":50769,"ypr":{"y":159.50,"p":1.65,"r":3.06},"acceleration":{"x":-1014,"y":1289,"z":5115}}
0.2:{"time":50784,"ypr":{"y":159.50,"p":1.57,"r":3.07},"acceleration":{"x":-987,"y":1308,"z":5178}}
0.2:{"time":50799,"ypr":{"y":159.50,"p":1.52,"r":3.09},"acceleration":{"x":-938,"y":1315,"z":5235}}
0.2:{"time":50814,"ypr":{"y":159.51,"p":1.49,"r":3.08},"acceleration":{"x":-922,"y":1315,"z":5252}}
0.2:{"time":50829,"ypr":{"y":159.54,"p":1.50,"r":3.08},"acceleration":{"x":-942,"y":1313,"z":5249}}
0.2:{"time":50844,"ypr":{"y":159.58,"p":1.51,"r":3.07},"acceleration":{"x":-979,"y":1291,"z":5235}}
0.2:{"time":50860,"ypr":{"y":159.60,"p":1.51,"r":3.05},"acceleration":{"x":-1007,"y":1287,"z":5219}}
0.2:{"time":50874,"ypr":{"y":159.63,"p":1.50,"r":3.04},"acceleration":{"x":-1010,"y":1268,"z":5216}}
0.2:{"time":50889,"ypr":{"y":159.65,"p":1.48,"r":3.03},"acceleration":{"x":-961,"y":1265,"z":5213}}
0.2:{"time":50905,"ypr":{"y":159.69,"p":1.48,"r":3.01},"acceleration":{"x":-943,"y":1255,"z":5201}}
0.2:{"time":50919,"ypr":{"y":159.72,"p":1.50,"r":3.00},"acceleration":{"x":-973,"y":1245,"z":5172}}
0.2:{"time":50934,"ypr":{"y":159.75,"p":1.52,"r":3.00},"acceleration":{"x":-1000,"y":1238,"z":5176}}
0.2:{"time":50950,"ypr":{"y":159.79,"p":1.55,"r":3.02},"acceleration":{"x":-999,"y":1210,"z":5181}}
0.2:{"time":50964,"ypr":{"y":159.82,"p":1.55,"r":3.03},"acceleration":{"x":-995,"y":1178,"z":5183}}
0.2:{"time":50979,"ypr":{"y":159.84,"p":1.56,"r":3.02},"acceleration":{"x":-997,"y":1161,"z":5170}}
0.2:{"time":50995,"ypr":{"y":159.86,"p":1.58,"r":3.02},"acceleration":{"x":-1015,"y":1155,"z":5133}}
0.2:{"time":51009,"ypr":{"y":159.86,"p":1.59,"r":3.01},"acceleration":{"x":-1054,"y":1165,"z":5100}}
0.2:{"time":51024,"ypr":{"y":159.86,"p":1.60,"r":3.03},"acceleration":{"x":-1071,"y":1196,"z":5101}}
0.2:{"time":51039,"ypr":{"y":159.86,"p":1.60,"r":3.05},"acceleration":{"x":-1045,"y":1227,"z":5137}}
0.2:{"time":51054,"ypr":{"y":159.86,"p":1.60,"r":3.08},"acceleration":{"x":-980,"y":1238,"z":5176}}
0.2:{"time":51069,"ypr":{"y":159.86,"p":1.61,"r":3.09},"acceleration":{"x":-937,"y":1253,"z":5192}}
0.2:{"time":51084,"ypr":{"y":159.86,"p":1.64,"r":3.11},"acceleration":{"x":-874,"y":1252,"z":5142}}
0.2:{"time":51099,"ypr":{"y":159.86,"p":1.67,"r":3.10},"acceleration":{"x":-886,"y":1282,"z":5056}}
0.2:{"time":51115,"ypr":{"y":159.87,"p":1.70,"r":3.09},"acceleration":{"x":-918,"y":1319,"z":4988}}
0.2:{"time":51129,"ypr":{"y":159.88,"p":1.73,"r":3.11},"acceleration":{"x":-1003,"y":1359,"z":4936}}
0.2:{"time":51144,"ypr":{"y":159.89,"p":1.73,"r":3.17},"acceleration":{"x":-1029,"y":1379,"z":4972}}
0.2:{"time":51160,"ypr":{"y":159.88,"p":1.72,"r":3.27},"acceleration":{"x":-1030,"y":1370,"z":5068}}
0.2:{"time":51174,"ypr":{"y":159.88,"p":1.68,"r":3.37},"acceleration":{"x":-976,"y":1317,"z":5142}}
0.2:{"time":51189,"ypr":{"y":159.88,"p":1.65,"r":3.44},"acceleration":{"x":-943,"y":1313,"z":5200}}
0.2:{"time":51205,"ypr":{"y":159.89,"p":1.62,"r":3.48},"acceleration":{"x":-907,"y":1290,"z":5276}}
0.2:{"time":51219,"ypr":{"y":159.91,"p":1.60,"r":3.50},"acceleration":{"x":-914,"y":1291,"z":5291}}
0.2:{"time":51234,"ypr":{"y":159.94,"p":1.60,"r":3.50},"acceleration":{"x":-942,"y":1292,"z":5293}}
0.2:{"time":51250,"ypr":{"y":159.96,"p":1.59,"r":3.48},"acceleration":{"x":-1010,"y":1301,"z":5246}}
0.2:{"time":51264,"ypr":{"y":159.98,"p":1.55,"r":3.46},"acceleration":{"x":-1008,"y":1333,"z":5209}}
0.2:{"time":51279,"ypr":{"y":160.00,"p":1.51,"r":3.44},"acceleration":{"x":-1020,"y":1354,"z":5154}}
0.2:{"time":51295,"ypr":{"y":160.01,"p":1.47,"r":3.44},"acceleration":{"x":-989,"y":1375,"z":5122}}
0.2:{"time":51309,"ypr":{"y":160.04,"p":1.44,"r":3.44},"acceleration":{"x":-980,"y":1387,"z":5113}}
0.2:{"time":51324,"ypr":{"y":160.09,"p":1.40,"r":3.45},"acceleration":{"x":-954,"y":1383,"z":5140}}
0.2:{"time":51340,"ypr":{"y":160.16,"p":1.40,"r":3.48},"acceleration":{"x":-974,"y":1346,"z":5156}}
0.2:{"time":51354,"ypr":{"y":160.23,"p":1.40,"r":3.50},"acceleration":{"x":-1015,"y":1317,"z":5160}}
0.2:{"time":51369,"ypr":{"y":160.30,"p":1.41,"r":3.52},"acceleration":{"x":-1052,"y":1286,"z":5166}}
0.2:{"time":51385,"ypr":{"y":160.35,"p":1.41,"r":3.54},"acceleration":{"x":-1074,"y":1251,"z":5173}}
0.2:{"time":51399,"ypr":{"y":160.40,"p":1.40,"r":3.56},"acceleration":{"x":-1087,"y":1248,"z":5193}}
0.2:{"time":51415,"ypr":{"y":160.44,"p":1.38,"r":3.57},"acceleration":{"x":-1068,"y":1239,"z":5220}}
0.2:{"time":51430,"ypr":{"y":160.48,"p":1.36,"r":3.56},"acceleration":{"x":-1055,"y":1260,"z":5223}}
0.2:{"time":51444,"ypr":{"y":160.52,"p":1.33,"r":3.56},"acceleration":{"x":-1030,"y":1277,"z":5236}}
0.2:{"time":51460,"ypr":{"y":160.56,"p":1.32,"r":3.56},"acceleration":{"x":-1008,"y":1285,"z":5243}}
0.2:{"time":51475,"ypr":{"y":160.60,"p":1.29,"r":3.55},"acceleration":{"x":-970,"y":1303,"z":5256}}
0.2:{"time":51489,"ypr":{"y":160.66,"p":1.27,"r":3.52},"acceleration":{"x":-926,"y":1332,"z":5251}}
0.2:{"time":51505,"ypr":{"y":160.71,"p":1.26,"r":3.51},"acceleration":{"x":-886,"y":1347,"z":5215}}
0.2:{"time":51519,"ypr":{"y":160.78,"p":1.27,"r":3.51},"acceleration":{"x":-885,"y":1344,"z":5189}}
0.2:{"time":51534,"ypr":{"y":160.85,"p":1.31,"r":3.50},"acceleration":{"x":-882,"y":1340,"z":5168}}
0.2:{"time":51550,"ypr":{"y":160.91,"p":1.35,"r":3.52},"acceleration":{"x":-899,"y":1289,"z":5147}}
0.2:{"time":51564,"ypr":{"y":160.97,"p":1.38,"r":3.52},"acceleration":{"x":-929,"y":1245,"z":5113}}
0.2:{"time":51579,"ypr":{"y":161.02,"p":1.39,"r":3.50},"acceleration":{"x":-947,"y":1216,"z":5066}}
0.2:{"time":51595,"ypr":{"y":161.07,"p":1.40,"r":3.48},"acceleration":{"x":-985,"y":1217,"z":5017}}
0.2:{"time":51609,"ypr":{"y":161.11,"p":1.38,"r":3.47},"acceleration":{"x":-1012,"y":1239,"z":5001}}
0.2:{"time":51624,"ypr":{"y":161.14,"p":1.37,"r":3.49},"acceleration":{"x":-1019,"y":1272,"z":5026}}
0.2:{"time":51640,"ypr":{"y":161.17,"p":1.35,"r":3.52},"acceleration":{"x":-1002,"y":1287,"z":5092}}
0.2:{"time":51654,"ypr":{"y":161.19,"p":1.32,"r":3.56},"acceleration":{"x":-969,"y":1288,"z":5187}}
0.2:{"time":51670,"ypr":{"y":161.24,"p":1.28,"r":3.58},"acceleration":{"x":-926,"y":1278,"z":5260}}
0.2:{"time":51685,"ypr":{"y":161.28,"p":1.25,"r":3.57},"acceleration":{"x":-914,"y":1257,"z":5295}}
0.2:{"time":51699,"ypr":{"y":161.33,"p":1.23,"r":3.53},"acceleration":{"x":-906,"y":1249,"z":5296}}
0.2:{"time":51715,"ypr":{"y":161.39,"p":1.21,"r":3.47},"acceleration":{"x":-928,"y":1265,"z":5249}}
0.2:{"time":51730,"ypr":{"y":161.44,"p":1.19,"r":3.42},"acceleration":{"x":-956,"y":1276,"z":5197}}
0.2:{"time":51744,"ypr":{"y":161.50,"p":1.18,"r":3.39},"acceleration":{"x":-948,"y":1267,"z":5181}}
0.2:{"time":51760,"ypr":{"y":161.55,"p":1.20,"r":3.36},"acceleration":{"x":-948,"y":1241,"z":5147}}
0.2:{"time":51775,"ypr":{"y":161.59,"p":1.21,"r":3.32},"acceleration":{"x":-954,"y":1223,"z":5145}}
0.2:{"time":51789,"ypr":{"y":161.62,"p":1.21,"r":3.27},"acceleration":{"x":-967,"y":1216,"z":5117}}
0.2:{"time":51805,"ypr":{"y":161.65,"p":1.21,"r":3.22},"acceleration":{"x":-1001,"y":1234,"z":5110}}
0.2:{"time":51820,"ypr":{"y":161.68,"p":1.18,"r":3.18},"acceleration":{"x":-986,"y":1263,"z":5126}}
0.2:{"time":51834,"ypr":{"y":161.71,"p":1.16,"r":3.18},"acceleration":{"x":-938,"y":1272,"z":5152}}
0.2:{"time":51850,"ypr":{"y":161.76,"p":1.15,"r":3.20},"acceleration":{"x":-899,"y":1252,"z":5178}}
0.2:{"time":51865,"ypr":{"y":161.79,"p":1.18,"r":3.22},"acceleration":{"x":-913,"y":1221,"z":5181}}
0.2:{"time":51879,"ypr":{"y":161.80,"p":1.21,"r":3.23},"acceleration":{"x":-956,"y":1203,"z":5171}}
0.2:{"time":51895,"ypr":{"y":161.81,"p":1.21,"r":3.25},"acceleration":{"x":-949,"y":1194,"z":5202}}
0.2:{"time":51910,"ypr":{"y":161.81,"p":1.18,"r":3.25},"acceleration":{"x":-901,"y":1202,"z":5228}}
0.2:{"time":51924,"ypr":{"y":161.82,"p":1.18,"r":3.24},"acceleration":{"x":-853,"y":1223,"z":5243}}
0.2:{"time":51940,"ypr":{"y":161.85,"p":1.19,"r":3.25},"acceleration":{"x":-850,"y":1221,"z":5228}}
0.2:{"time":51954,"ypr":{"y":161.87,"p":1.22,"r":3.25},"acceleration":{"x":-851,"y":1204,"z":5196}}
0.2:{"time":51970,"ypr":{"y":161.90,"p":1.24,"r":3.24},"acceleration":{"x":-870,"y":1196,"z":5162}}
0.2:{"time":51985,"ypr":{"y":161.93,"p":1.24,"r":3.24},"acceleration":{"x":-890,"y":1206,"z":5154}}
0.2:{"time":51999,"ypr":{"y":161.95,"p":1.23,"r":3.23},"acceleration":{"x":-898,"y":1232,"z":5133}}
0.2:{"time":52015,"ypr":{"y":161.98,"p":1.21,"r":3.21},"acceleration":{"x":-895,"y":1273,"z":5127}}
0.2:{"time":52030,"ypr":{"y":162.01,"p":1.20,"r":3.22},"acceleration":{"x":-894,"y":1313,"z":5111}}
0.2:{"time":52044,"ypr":{"y":162.05,"p":1.20,"r":3.23},"acceleration":{"x":-882,"y":1336,"z":5102}}
0.2:{"time":52060,"ypr":{"y":162.09,"p":1.20,"r":3.26},"acceleration":{"x":-868,"y":1320,"z":5105}}
0.2:{"time":52075,"ypr":{"y":162.14,"p":1.21,"r":3.29},"acceleration":{"x":-890,"y":1303,"z":5105}}
