5.69,"p":-0.69,"r":15.96},"acceleration":{"x":-2148,"y":-553,"z":5141}}
0.2:{"time":169366,"ypr":{"y":-5.89,"p":0.08,"r":8.56},"acceleration":{"x":3236,"y":-2385,"z":4905}}
0.2:{"time":169381,"ypr":{"y":-5.74,"p":-2.86,"r":8.22},"acceleration":{"x":1254,"y":-2605,"z":4994}}
0.2:{"time":169397,"ypr":{"y":-5.75,"p":-4.93,"r":8.29},"acceleration":{"x":-436,"y":-2484,"z":5535}}
0.2:{"time":169411,"ypr":{"y":-5.97,"p":-5.92,"r":8.67},"acceleration":{"x":-1207,"y":-2204,"z":6057}}
0.2:{"time":169426,"ypr":{"y":-6.37,"p":-6.06,"r":9.20},"acceleration":{"x":-1141,"y":-2030,"z":6154}}
0.2:{"time":169442,"ypr":{"y":-6.85,"p":-5.73,"r":9.73},"acceleration":{"x":-463,"y":-1775,"z":5976}}
0.2:{"time":169456,"ypr":{"y":-7.33,"p":-5.28,"r":10.14},"acceleration":{"x":105,"y":-1420,"z":5737}}
0.2:{"time":169472,"ypr":{"y":-7.91,"p":-4.98,"r":10.31},"acceleration":{"x":965,"y":-620,"z":5371}}
0.2:{"time":169487,"ypr":{"y":-8.45,"p":-5.30,"r":10.10},"acceleration":{"x":867,"y":-637,"z":4780}}
0.2:{"time":169501,"ypr":{"y":-8.84,"p":-5.68,"r":10.11},"acceleration":{"x":14,"y":-701,"z":4627}}
0.2:{"time":169517,"ypr":{"y":-9.00,"p":-5.84,"r":10.17},"acceleration":{"x":-1423,"y":-921,"z":4889}}
0.2:{"time":169531,"ypr":{"y":-9.06,"p":-5.23,"r":10.23},"acceleration":{"x":-2346,"y":-750,"z":5148}}
0.2:{"time":169546,"ypr":{"y":-9.22,"p":-3.85,"r":10.15},"acceleration":{"x":-2381,"y":-535,"z":4969}}
0.2:{"time":169562,"ypr":{"y":-9.50,"p":-2.12,"r":9.83},"acceleration":{"x":-2066,"y":-876,"z":4847}}
0.2:{"time":169576,"ypr":{"y":-9.87,"p":-0.21,"r":9.49},"acceleration":{"x":-1544,"y":-1488,"z":4637}}
0.2:{"time":169591,"ypr":{"y":-10.21,"p":1.60,"r":9.20},"acceleration":{"x":-1223,"y":-2186,"z":4266}}
0.2:{"time":169607,"ypr":{"y":-10.45,"p":3.39,"r":8.99},"acceleration":{"x":-1290,"y":-3071,"z":4020}}
0.2:{"time":169621,"ypr":{"y":-10.66,"p":5.24,"r":9.06},"acceleration":{"x":-1003,"y":-3528,"z":4306}}
0.2:{"time":169636,"ypr":{"y":-10.61,"p":6.91,"r":9.75},"acceleration":{"x":-763,"y":-3487,"z":5083}}
0.2:{"time":169652,"ypr":{"y":-10.29,"p":8.90,"r":10.99},"acceleration":{"x":257,"y":-2469,"z":5419}}
0.2:{"time":169666,"ypr":{"y":-9.84,"p":10.59,"r":12.15},"acceleration":{"x":2117,"y":-1402,"z":6237}}
0.2:{"time":169681,"ypr":{"y":-9.16,"p":10.88,"r":12.99},"acceleration":{"x":2595,"y":-1332,"z":6875}}
0.2:{"time":169697,"ypr":{"y":-8.26,"p":10.29,"r":13.72},"acceleration":{"x":1893,"y":-1908,"z":6902}}
0.2:{"time":169711,"ypr":{"y":-7.30,"p":9.60,"r":14.44},"acceleration":{"x":1017,"y":-2243,"z":6567}}
0.2:{"time":169726,"ypr":{"y":-6.50,"p":9.18,"r":15.11},"acceleration":{"x":627,"y":-2108,"z":6188}}
0.2:{"time":169742,"ypr":{"y":-5.82,"p":8.94,"r":15.75},"acceleration":{"x":485,"y":-1636,"z":5882}}
0.2:{"time":169756,"ypr":{"y":-5.24,"p":8.79,"r":16.36},"acceleration":{"x":551,"y":-916,"z":5392}}
0.2:{"time":169772,"ypr":{"y":-4.73,"p":8.53,"r":16.86},"acceleration":{"x":688,"y":-71,"z":4798}}
0.2:{"time":169787,"ypr":{"y":-4.27,"p":8.17,"r":17.07},"acceleration":{"x":935,"y":613,"z":4451}}
0.2:{"time":169801,"ypr":{"y":-3.79,"p":7.72,"r":17.00},"acceleration":{"x":1480,"y":903,"z":4335}}
0.2:{"time":169817,"ypr":{"y":-3.22,"p":6.98,"r":16.72},"acceleration":{"x":2004,"y":944,"z":4129}}
0.2:{"time":169832,"ypr":{"y":-2.54,"p":5.88,"r":16.13},"acceleration":{"x":2466,"y":741,"z":4042}}
0.2:{"time":169846,"ypr":{"y":-1.74,"p":4.43,"r":15.20},"acceleration":{"x":2690,"y":237,"z":3821}}
0.2:{"time":169862,"ypr":{"y":-0.91,"p":2.81,"r":14.12},"acceleration":{"x":2770,"y":-423,"z":3774}}
0.2:{"time":169877,"ypr":{"y":-0.20,"p":1.06,"r":13.03},"acceleration":{"x":2749,"y":-1387,"z":4292}}
0.2:{"time":169891,"ypr":{"y":0.31,"p":-0.68,"r":12.15},"acceleration":{"x":2469,"y":-2454,"z":4627}}
0.2:{"time":169907,"ypr":{"y":0.60,"p":-2.52,"r":11.61},"acceleration":{"x":1490,"y":-3074,"z":4792}}
0.2:{"time":169922,"ypr":{"y":0.75,"p":-4.00,"r":11.39},"acceleration":{"x":-114,"y":-3199,"z":5399}}
0.2:{"time":169936,"ypr":{"y":0.78,"p":-4.51,"r":11.58},"acceleration":{"x":-1137,"y":-2990,"z":6207}}
0.2:{"time":169952,"ypr":{"y":0.71,"p":-4.20,"r":12.03},"acceleration":{"x":-1401,"y":-2355,"z":6596}}
0.2:{"time":169966,"ypr":{"y":0.54,"p":-3.33,"r":12.42},"acceleration":{"x":-893,"y":-1973,"z":6591}}
0.2:{"time":169981,"ypr":{"y":0.39,"p":-2.39,"r":12.72},"acceleration":{"x":-52,"y":-1947,"z":6473}}
0.2:{"time":169997,"ypr":{"y":0.38,"p":-1.55,"r":13.01},"acceleration":{"x":665,"y":-1863,"z":6001}}
0.2:{"time":170011,"ypr":{"y":0.47,"p":-0.90,"r":13.20},"acceleration":{"x":1210,"y":-1555,"z":5532}}
0.2:{"time":170027,"ypr":{"y":0.64,"p":-0.63,"r":13.25},"acceleration":{"x":1315,"y":-1160,"z":5109}}
0.2:{"time":170042,"ypr":{"y":0.82,"p":-0.68,"r":13.29},"acceleration":{"x":1059,"y":-764,"z":4691}}
0.2:{"time":170056,"ypr":{"y":0.95,"p":-0.97,"r":13.14},"acceleration":{"x":387,"y":-569,"z":4327}}
0.2:{"time":170072,"ypr":{"y":1.02,"p":-1.16,"r":12.76},"acceleration":{"x":-318,"y":-789,"z":4189}}
0.2:{"time":170087,"ypr":{"y":1.06,"p":-1.08,"r":12.35},"acceleration":{"x":-1071,"y":-1199,"z":4163}}
0.2:{"time":170101,"ypr":{"y":1.05,"p":-0.55,"r":12.03},"acceleration":{"x":-1926,"y":-1692,"z":4155}}
0.2:{"time":170117,"ypr":{"y":0.88,"p":0.64,"r":11.89},"acceleration":{"x":-2485,"y":-2065,"z":4195}}
0.2:{"time":170132,"ypr":{"y":0.61,"p":2.24,"r":11.93},"acceleration":{"x":-2666,"y":-2511,"z":4651}}
0.2:{"time":170146,"ypr":{"y":0.46,"p":4.21,"r":12.26},"acceleration":{"x":-2585,"y":-3042,"z":5123}}
0.2:{"time":170162,"ypr":{"y":0.38,"p":6.80,"r":13.02},"acceleration":{"x":-1235,"y":-3042,"z":5092}}
0.2:{"time":170177,"ypr":{"y":0.38,"p":9.29,"r":13.94},"acceleration":{"x":808,"y":-2540,"z":5698}}
0.2:{"time":170191,"ypr":{"y":0.45,"p":10.72,"r":14.71},"acceleration":{"x":2259,"y":-1937,"z":6662}}
0.2:{"time":170207,"ypr":{"y":0.64,"p":10.87,"r":15.25},"acceleration":{"x":2185,"y":-1615,"z":6994}}
0.2:{"time":170222,"ypr":{"y":0.88,"p":10.48,"r":15.68},"acceleration":{"x":1455,"y":-1659,"z":7042}}
0.2:{"time":170236,"ypr":{"y":1.02,"p":10.00,"r":16.05},"acceleration":{"x":852,"y":-1529,"z":6762}}
0.2:{"time":170252,"ypr":{"y":1.13,"p":9.67,"r":16.31},"acceleration":{"x":142,"y":-1178,"z":6379}}
0.2:{"time":170267,"ypr":{"y":1.19,"p":9.64,"r":16.40},"acceleration":{"x":-490,"y":-818,"z":5790}}
0.2:{"time":170281,"ypr":{"y":1.15,"p":10.02,"r":16.38},"acceleration":{"x":-704,"y":-568,"z":5120}}
0.2:{"time":170297,"ypr":{"y":1.05,"p":10.72,"r":16.32},"acceleration":{"x":-256,"y":-477,"z":4452}}
0.2:{"time":170312,"ypr":{"y":1.01,"p":11.43,"r":16.29},"acceleration":{"x":782,"y":-453,"z":4137}}
0.2:{"time":170327,"ypr":{"y":1.17,"p":11.73,"r":16.21},"acceleration":{"x":1929,"y":-481,"z":4124}}
0.2:{"time":170342,"ypr":{"y":1.52,"p":11.34,"r":16.08},"acceleration":{"x":2888,"y":-384,"z":4095}}
0.2:{"time":170357,"ypr":{"y":2.10,"p":10.23,"r":15.72},"acceleration":{"x":3625,"y":-312,"z":4195}}
0.2:{"time":170372,"ypr":{"y":2.99,"p":8.35,"r":15.08},"acceleration":{"x":4087,"y":-420,"z":4175}}
0.2:{"time":170387,"ypr":{"y":4.10,"p":5.87,"r":14.18},"acceleration":{"x":4139,"y":-893,"z":4273}}
0.2:{"time":170402,"ypr":{"y":5.13,"p":3.15,"r":13.32},"acceleration":{"x":4116,"y":-1638,"z":4986}}
0.2:{"time":170417,"ypr":{"y":5.89,"p":-0.13,"r":12.61},"acceleration":{"x":3156,"y":-2296,"z":4999}}
0.2:{"time":170432,"ypr":{"y":6.22,"p":-3.64,"r":11.76},"acceleration":{"x":1241,"y":-2882,"z":5166}}
0.2:{"time":170446,"ypr":{"y":6.54,"p":-6.28,"r":11.17},"acceleration":{"x":-385,"y":-3029,"z":5483}}
0.2:{"time":170462,"ypr":{"y":6.77,"p":-7.89,"r":11.09},"acceleration":{"x":-1408,"y":-2368,"z":5893}}
0.2:{"time":170477,"ypr":{"y":6.61,"p":-8.53,"r":11.22},"acceleration":{"x":-1391,"y":-1926,"z":6110}}
0.2:{"time":170491,"ypr":{"y":6.38,"p":-8.60,"r":11.46},"acceleration":{"x":-965,"y":-1638,"z":5888}}
0.2:{"time":170507,"ypr":{"y":6.32,"p":-8.48,"r":11.56},"acceleration":{"x":-715,"y":-1457,"z":5655}}
0.2:{"time":170522,"ypr":{"y":6.38,"p":-8.28,"r":11.56},"acceleration":{"x":-455,"y":-1290,"z":5341}}
0.2:{"time":170536,"ypr":{"y":6.53,"p":-7.99,"r":11.53},"acceleration":{"x":-239,"y":-965,"z":4795}}
0.2:{"time":170552,"ypr":{"y":6.73,"p":-7.72,"r":11.44},"acceleration":{"x":-279,"y":-811,"z":4367}}
0.2:{"time":170567,"ypr":{"y":6.88,"p":-7.36,"r":11.41},"acceleration":{"x":-506,"y":-693,"z":4195}}
0.2:{"time":170582,"ypr":{"y":7.02,"p":-6.77,"r":11.45},"acceleration":{"x":-657,"y":-456,"z":4165}}
0.2:{"time":170597,"ypr":{"y":7.19,"p":-6.10,"r":11.39},"acceleration":{"x":-864,"y":-310,"z":4485}}
0.2:{"time":170612,"ypr":{"y":7.34,"p":-5.28,"r":11.18},"acceleration":{"x":-1315,"y":-539,"z":4738}}
0.2:{"time":170627,"ypr":{"y":7.49,"p":-4.09,"r":11.12},"acceleration":{"x":-1660,"y":-744,"z":4876}}
0.2:{"time":170642,"ypr":{"y":7.70,"p":-2.56,"r":11.02},"acceleration":{"x":-1679,"y":-967,"z":5320}}
0.2:{"time":170657,"ypr":{"y":8.08,"p":-0.98,"r":10.93},"acceleration":{"x":-1523,"y":-1298,"z":6027}}
0.2:{"time":170672,"ypr":{"y":8.86,"p":0.50,"r":11.06},"acceleration":{"x":-1085,"y":-1526,"z":6438}}
0.2:{"time":170687,"ypr":{"y":10.12,"p":1.98,"r":11.35},"acceleration":{"x":-159,"y":-1783,"z":6487}}
0.2:{"time":170702,"ypr":{"y":11.66,"p":3.01,"r":11.66},"acceleration":{"x":490,"y":-1784,"z":6174}}
0.2:{"time":170717,"ypr":{"y":13.14,"p":3.46,"r":11.77},"acceleration":{"x":605,"y":-1601,"z":5955}}
0.2:{"time":170732,"ypr":{"y":14.64,"p":3.36,"r":11.79},"acceleration":{"x":279,"y":-1261,"z":5937}}
0.2:{"time":170747,"ypr":{"y":16.24,"p":3.09,"r":11.79},"acceleration":{"x":-82,"y":-795,"z":5879}}
0.2:{"time":170762,"ypr":{"y":17.92,"p":2.85,"r":11.66},"acceleration":{"x":-559,"y":-452,"z":5872}}
0.2:{"time":170777,"ypr":{"y":19.54,"p":2.91,"r":11.46},"acceleration":{"x":-1079,"y":-304,"z":5844}}
0.2:{"time":170792,"ypr":{"y":21.00,"p":3.51,"r":11.15},"acceleration":{"x":-1227,"y":-172,"z":5626}}
0.2:{"time":170807,"ypr":{"y":22.36,"p":4.43,"r":10.64},"acceleration":{"x":-1238,"y":-246,"z":5148}}
0.2:{"time":170822,"ypr":{"y":23.73,"p":5.64,"r":10.21},"acceleration":{"x":-762,"y":-377,"z":4540}}
0.2:{"time":170838,"ypr":{"y":25.16,"p":6.87,"r":9.95},"acceleration":{"x":-15,"y":-604,"z":3902}}
0.2:{"time":170852,"ypr":{"y":26.62,"p":8.00,"r":9.80},"acceleration":{"x":833,"y":-902,"z":3707}}
0.2:{"time":170867,"ypr":{"y":28.00,"p":8.71,"r":9.64},"acceleration":{"x":1426,"y":-1071,"z":4162}}
0.2:{"time":170882,"ypr":{"y":29.19,"p":8.92,"r":9.49},"acceleration":{"x":1677,"y":-949,"z":4675}}
0.2:{"time":170897,"ypr":{"y":30.26,"p":8.70,"r":9.20},"acceleration":{"x":1749,"y":-848,"z":5104}}
0.2:{"time":170912,"ypr":{"y":31.27,"p":8.19,"r":8.67},"acceleration":{"x":1603,"y":-1131,"z":5743}}
0.2:{"time":170927,"ypr":{"y":32.22,"p":7.48,"r":7.96},"acceleration":{"x":1336,"y":-1940,"z":6028}}
0.2:{"time":170942,"ypr":{"y":33.04,"p":6.60,"r":7.26},"acceleration":{"x":1166,"y":-2617,"z":5740}}
0.2:{"time":170957,"ypr":{"y":33.68,"p":5.51,"r":6.45},"acceleration":{"x":1089,"y":-3051,"z":5449}}
0.2:{"time":170972,"ypr":{"y":34.06,"p":4.18,"r":5.65},"acceleration":{"x":1123,"y":-3037,"z":5038}}
0.2:{"time":170987,"ypr":{"y":34.08,"p":2.63,"r":4.95},"acceleration":{"x":1257,"y":-2759,"z":4652}}
0.2:{"time":171002,"ypr":{"y":33.81,"p":0.86,"r":4.39},"acceleration":{"x":1283,"y":-2241,"z":4173}}
0.2:{"time":171017,"ypr":{"y":33.44,"p":-0.98,"r":3.98},"acceleration":{"x":894,"y":-1514,"z":4509}}
0.2:{"time":171032,"ypr":{"y":33.10,"p":-2.42,"r":3.82},"acceleration":{"x":252,"y":-900,"z":5403}}
0.2:{"time":171047,"ypr":{"y":32.76,"p":-3.23,"r":3.87},"acceleration":{"x":-149,"y":-698,"z":6201}}
0.2:{"time":171062,"ypr":{"y":32.51,"p":-3.59,"r":3.91},"acceleration":{"x":-70,"y":-1277,"z":6653}}
0.2:{"time":171077,"ypr":{"y":32.38,"p":-3.85,"r":4.08},"acceleration":{"x":75,"y":-1600,"z":6850}}
0.2:{"time":171092,"ypr":{"y":32.19,"p":-3.97,"r":4.34},"acceleration":{"x":469,"y":-1648,"z":6518}}
0.2:{"time":171107,"ypr":{"y":31.87,"p":-4.16,"r":4.54},"acceleration":{"x":1050,"y":-1738,"z":5684}}
0.2:{"time":171122,"ypr":{"y":31.55,"p":-4.78,"r":4.72},"acceleration":{"x":1355,"y":-1410,"z":4697}}
0.2:{"time":171138,"ypr":{"y":31.29,"p":-5.80,"r":4.75},"acceleration":{"x":1104,"y":-971,"z":4108}}
0.2:{"time":171152,"ypr":{"y":31.04,"p":-6.89,"r":4.71},"acceleration":{"x":431,"y":-416,"z":4076}}
0.2:{"time":171167,"ypr":{"y":30.72,"p":-7.57,"r":4.67},"acceleration":{"x":-130,"y":7,"z":4495}}
0.2:{"time":171183,"ypr":{"y":30.37,"p":-7.81,"r":4.66},"acceleration":{"x":-550,"y":292,"z":5010}}
0.2:{"time":171197,"ypr":{"y":30.02,"p":-7.62,"r":4.65},"acceleration":{"x":-1119,"y":346,"z":5276}}
0.2:{"time":171212,"ypr":{"y":29.56,"p":-6.99,"r":4.57},"acceleration":{"x":-1648,"y":54,"z":5339}}
0.2:{"time":171228,"ypr":{"y":28.93,"p":-5.87,"r":4.49},"acceleration":{"x":-1973,"y":-578,"z":5423}}
0.2:{"time":171242,"ypr":{"y":28.15,"p":-4.36,"r":4.49},"acceleration":{"x":-1866,"y":-1445,"z":5815}}
0.2:{"time":171257,"ypr":{"y":27.56,"p":-2.72,"r":4.65},"acceleration":{"x":-1695,"y":-2200,"z":6477}}
0.2:{"time":171272,"ypr":{"y":27.42,"p":-0.81,"r":5.13},"acceleration":{"x":-1074,"y":-2752,"z":6383}}
0.2:{"time":171287,"ypr":{"y":27.54,"p":0.99,"r":5.79},"acceleration":{"x":-517,"y":-2916,"z":5700}}
0.2:{"time":171302,"ypr":{"y":27.63,"p":2.59,"r":6.56},"acceleration":{"x":-310,"y":-2606,"z":5027}}
0.2:{"time":171317,"ypr":{"y":27.48,"p":3.81,"r":7.28},"acceleration":{"x":-229,"y":-2241,"z":5392}}
0.2:{"time":171332,"ypr":{"y":27.22,"p":4.65,"r":8.09},"acceleration":{"x":-167,"y":-1688,"z":5792}}
0.2:{"time":171347,"ypr":{"y":27.02,"p":5.44,"r":8.90},"acceleration":{"x":-71,"y":-794,"z":6213}}
0.2:{"time":171362,"ypr":{"y":26.96,"p":6.30,"r":9.36},"acceleration":{"x":-507,"y":-377,"z":6429}}
0.2:{"time":171377,"ypr":{"y":26.93,"p":7.34,"r":9.56},"acceleration":{"x":-1180,"y":-426,"z":6075}}
0.2:{"time":171393,"ypr":{"y":26.97,"p":8.63,"r":9.61},"acceleration":{"x":-1522,"y":-557,"z":5604}}
0.2:{"time":171407,"ypr":{"y":27.27,"p":10.11,"r":9.64},"acceleration":{"x":-1756,"y":-564,"z":4849}}
0.2:{"time":171422,"ypr":{"y":27.76,"p":11.87,"r":9.87},"acceleration":{"x":-1407,"y":-345,"z":3930}}
0.2:{"time":171438,"ypr":{"y":28.43,"p":13.80,"r":10.15},"acceleration":{"x":-554,"y":-187,"z":3469}}
0.2:{"time":171452,"ypr":{"y":29.27,"p":15.60,"r":10.27},"acceleration":{"x":559,"y":-378,"z":3671}}
0.2:{"time":171467,"ypr":{"y":30.09,"p":16.87,"r":10.17},"acceleration":{"x":1540,"y":-755,"z":4216}}
0.2:{"time":171483,"ypr":{"y":30.75,"p":17.43,"r":9.92},"acceleration":{"x":2230,"y":-1054,"z":4809}}
0.2:{"time":171497,"ypr":{"y":31.21,"p":17.13,"r":9.59},"acceleration":{"x":2727,"y":-1040,"z":5005}}
0.2:{"time":171512,"ypr":{"y":31.48,"p":15.96,"r":8.94},"acceleration":{"x":2773,"y":-1031,"z":5106}}
0.2:{"time":171528,"ypr":{"y":31.58,"p":14.11,"r":7.93},"acceleration":{"x":2427,"y":-1162,"z":4783}}
0.2:{"time":171542,"ypr":{"y":31.54,"p":12.06,"r":6.77},"acceleration":{"x":1996,"y":-1496,"z":4753}}
0.2:{"time":171557,"ypr":{"y":31.29,"p":10.05,"r":5.75},"acceleration":{"x":1691,"y":-2218,"z":5630}}
0.2:{"time":171573,"ypr":{"y":30.67,"p":7.68,"r":5.15},"acceleration":{"x":1008,"y":-2715,"z":5950}}
0.2:{"time":171587,"ypr":{"y":29.76,"p":5.11,"r":4.86},"acceleration":{"x":-4,"y":-2690,"z":5622}}
0.2:{"time":171602,"ypr":{"y":28.73,"p":3.03,"r":4.82},"acceleration":{"x":-518,"y":-2505,"z":5285}}
0.2:{"time":171618,"ypr":{"y":28.07,"p":1.71,"r":4.94},"acceleration":{"x":-544,"y":-2331,"z":5299}}
0.2:{"time":171632,"ypr":{"y":27.74,"p":0.91,"r":5.18},"acceleration":{"x":-282,"y":-2254,"z":5849}}
0.2:{"time":171648,"ypr":{"y":27.60,"p":0.24,"r":5.49},"acceleration":{"x":-95,"y":-1796,"z":6128}}
0.2:{"time":171663,"ypr":{"y":27.42,"p":-0.38,"r":5.67},"acceleration":{"x":263,"y":-1326,"z":6326}}
0.2:{"time":171677,"ypr":{"y":27.20,"p":-1.03,"r":5.62},"acceleration":{"x":725,"y":-1241,"z":6271}}
0.2:{"time":171693,"ypr":{"y":26.94,"p":-1.85,"r":5.27},"acceleration":{"x":972,"y":-1395,"z":5937}}
0.2:{"time":171708,"ypr":{"y":26.46,"p":-2.90,"r":4.56},"acceleration":{"x":1001,"y":-1772,"z":5335}}
0.2:{"time":171722,"ypr":{"y":25.93,"p":-4.12,"r":4.02},"acceleration":{"x":322,"y":-2031,"z":4734}}
0.2:{"time":171738,"ypr":{"y":25.30,"p":-5.22,"r":3.82},"acceleration":{"x":160,"y":-1872,"z":3967}}
0.2:{"time":171752,"ypr":{"y":24.65,"p":-6.31,"r":3.99},"acceleration":{"x":-21,"y":-1318,"z":3284}}
0.2:{"time":171767,"ypr":{"y":23.94,"p":-7.20,"r":4.20},"acceleration":{"x":-331,"y":-550,"z":3118}}
0.2:{"time":171783,"ypr":{"y":23.15,"p":-7.82,"r":4.17},"acceleration":{"x":-851,"y":48,"z":3844}}
0.2:{"time":171797,"ypr":{"y":22.35,"p":-7.97,"r":4.10},"acceleration":{"x":-1406,"y":381,"z":4576}}
0.2:{"time":171812,"ypr":{"y":21.54,"p":-7.63,"r":4.08},"acceleration":{"x":-1794,"y":639,"z":4803}}
0.2:{"time":171828,"ypr":{"y":20.60,"p":-6.84,"r":3.95},"acceleration":{"x":-2157,"y":661,"z":4774}}
0.2:{"time":171842,"ypr":{"y":19.41,"p":-5.71,"r":3.58},"acceleration":{"x":-2492,"y":51,"z":4724}}
0.2:{"time":171857,"ypr":{"y":18.13,"p":-4.37,"r":3.36},"acceleration":{"x":-2804,"y":-1149,"z":5944}}
0.2:{"time":171873,"ypr":{"y":17.08,"p":-2.27,"r":4.00},"acceleration":{"x":-2194,"y":-2593,"z":6578}}
0.2:{"time":171887,"ypr":{"y":16.56,"p":0.26,"r":5.17},"acceleration":{"x":-887,"y":-3340,"z":6318}}
0.2:{"time":171902,"ypr":{"y":16.41,"p":2.73,"r":6.42},"acceleration":{"x":-232,"y":-3383,"z":5982}}
0.2:{"time":171918,"ypr":{"y":16.26,"p":4.83,"r":7.65},"acceleration":{"x":-409,"y":-3378,"z":5831}}
0.2:{"time":171932,"ypr":{"y":15.90,"p":6.67,"r":8.82},"acceleration":{"x":-580,"y":-3424,"z":5699}}
0.2:{"time":171948,"ypr":{"y":15.51,"p":8.41,"r":10.12},"acceleration":{"x":-94,"y":-3020,"z":5535}}
0.2:{"time":171963,"ypr":{"y":15.39,"p":9.78,"r":11.50},"acceleration":{"x":43,"y":-2108,"z":5218}}
0.2:{"time":171977,"ypr":{"y":15.48,"p":10.85,"r":12.61},"acceleration":{"x":-162,"y":-1405,"z":4908}}
0.2:{"time":171993,"ypr":{"y":15.68,"p":11.73,"r":13.52},"acceleration":{"x":-156,"y":-1165,"z":4861}}
0.2:{"time":172008,"ypr":{"y":16.14,"p":12.20,"r":14.37},"acceleration":{"x":-647,"y":-909,"z":4717}}
0.2:{"time":172022,"ypr":{"y":16.56,"p":12.79,"r":15.20},"acceleration":{"x":-469,"y":-612,"z":4512}}
0.2:{"time":172038,"ypr":{"y":16.83,"p":13.46,"r":15.91},"acceleration":{"x":284,"y":-129,"z":4610}}
0.2:{"time":172053,"ypr":{"y":17.02,"p":14.04,"r":16.31},"acceleration":{"x":1120,"y":172,"z":4749}}
0.2:{"time":172067,"ypr":{"y":17.02,"p":14.32,"r":16.30},"acceleration":{"x":1781,"y":443,"z":4920}}
0.2:{"time":172083,"ypr":{"y":16.85,"p":14.25,"r":15.74},"acceleration":{"x":2202,"y":341,"z":5197}}
0.2:{"time":172098,"ypr":{"y":16.58,"p":13.68,"r":14.89},"acceleration":{"x":2426,"y":-72,"z":5250}}
0.2:{"time":172112,"ypr":{"y":16.35,"p":12.55,"r":13.93},"acceleration":{"x":2273,"y":-367,"z":4936}}
0.2:{"time":172128,"ypr":{"y":16.24,"p":11.09,"r":12.86},"acceleration":{"x":1783,"y":-706,"z":4659}}
0.2:{"time":172143,"ypr":{"y":16.18,"p":9.57,"r":11.80},"acceleration":{"x":1195,"y":-1068,"z":4398}}
0.2:{"time":172157,"ypr":{"y":16.05,"p":8.26,"r":10.92},"acceleration":{"x":727,"y":-1165,"z":4223}}
0.2:{"time":172173,"ypr":{"y":15.75,"p":7.27,"r":10.14},"acceleration":{"x":510,"y":-1091,"z":4891}}
0.2:{"time":172187,"ypr":{"y":15.25,"p":6.33,"r":9.53},"acceleration":{"x":165,"y":-1153,"z":5656}}
0.2:{"time":172203,"ypr":{"y":14.51,"p":5.38,"r":9.25},"acceleration":{"x":-396,"y":-903,"z":6050}}
0.2:{"time":172218,"ypr":{"y":13.64,"p":4.73,"r":8.98},"acceleration":{"x":-1016,"y":-1074,"z":6551}}
0.2:{"time":172232,"ypr":{"y":12.67,"p":4.60,"r":8.92},"acceleration":{"x":-1210,"y":-1716,"z":6890}}
0.2:{"time":172248,"ypr":{"y":11.56,"p":4.75,"r":9.17},"acceleration":{"x":-934,"y":-2274,"z":6732}}
0.2:{"time":172263,"ypr":{"y":10.35,"p":5.06,"r":9.60},"acceleration":{"x":-194,"y":-2625,"z":6331}}
0.2:{"time":172277,"ypr":{"y":9.14,"p":5.35,"r":10.14},"acceleration":{"x":677,"y":-2650,"z":5883}}
0.2:{"time":172293,"ypr":{"y":8.04,"p":5.38,"r":10.71},"acceleration":{"x":1190,"y":-2232,"z":5661}}
0.2:{"time":172308,"ypr":{"y":7.08,"p":5.19,"r":11.15},"acceleration":{"x":1402,"y":-1636,"z":5513}}
0.2:{"time":172322,"ypr":{"y":6.20,"p":4.76,"r":11.40},"acceleration":{"x":1272,"y":-887,"z":5357}}
0.2:{"time":172338,"ypr":{"y":5.35,"p":4.13,"r":11.35},"acceleration":{"x":772,"y":-230,"z":5196}}
0.2:{"time":172353,"ypr":{"y":4.42,"p":3.50,"r":11.04},"acceleration":{"x":97,"y":51,"z":5040}}
0.2:{"time":172367,"ypr":{"y":3.41,"p":3.01,"r":10.62},"acceleration":{"x":-453,"y":48,"z":4877}}
0.2:{"time":172383,"ypr":{"y":2.34,"p":2.68,"r":10.13},"acceleration":{"x":-897,"y":-166,"z":4819}}
0.2:{"time":172398,"ypr":{"y":1.27,"p":2.51,"r":9.65},"acceleration":{"x":-1252,"y":-439,"z":4729}}
0.2:{"time":172412,"ypr":{"y":0.21,"p":2.52,"r":9.19},"acceleration":{"x":-1506,"y":-772,"z":4585}}
0.2:{"time":172428,"ypr":{"y":-0.86,"p":2.73,"r":8.81},"acceleration":{"x":-1649,"y":-1051,"z":4481}}
0.2:{"time":172443,"ypr":{"y":-1.94,"p":3.13,"r":8.47},"acceleration":{"x":-1811,"y":-1439,"z":4608}}
0.2:{"time":172457,"ypr":{"y":-3.08,"p":3.71,"r":8.20},"acceleration":{"x":-2125,"y":-1870,"z":4463}}
0.2:{"time":172473,"ypr":{"y":-4.33,"p":4.49,"r":8.11},"acceleration":{"x":-2514,"y":-2061,"z":4406}}
0.2:{"time":172488,"ypr":{"y":-5.64,"p":5.73,"r":8.32},"acceleration":{"x":-2316,"y":-2074,"z":4644}}
0.2:{"time":172503,"ypr":{"y":-6.85,"p":7.23,"r":8.75},"acceleration":{"x":-1510,"y":-2057,"z":5057}}
